Label,ID,Name,Education System,Subject,IsRoot,第一層知識,第二層知識,第三層知識,Learning Performance,,,,,,,,,,,,,,,,
KnowledgePoint,,矩陣的係數乘法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,矩陣的乘法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,可逆方陣,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求乘法反方陣,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,用乘法反方陣解線性方程組,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,平面上的線性變換,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,伸縮變換,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,推移變換,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,旋轉變換,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,鏡射變換,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,線性變換的面積比,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,轉移矩陣,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,弳度量,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,度度量與弳度量的轉換,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,弳度量的三角比,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,弧長,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,扇形面積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,正弦函數的圖形與性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,週期性現象,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,對數的意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,換底公式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,對數律,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,估計正數的大小,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,指數函數的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,指數函數的圖形,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,指數函數圖形的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,對數不等式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,對數函數圖形的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,對數函數的圖形,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,對數方程式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,對數函數的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,指數與對數的應用（按比例成長、衰退模型）,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,坐標表示法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,向量的長度,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,向量的係數積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,向量加法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,向量減法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,向量的線性組合,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,分點公式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,內積的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,兩向量垂直,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,內積的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,正射影,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,紙張的比例,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,圓角的設計,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,繪圖的單點透視原理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,用平移與伸縮設計圖案,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,設計裡的向量方法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,哥德式教堂的建築,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,空間中點、線、面的基本關係,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,空間中直線與直線的關係,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,錐體體積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,正四面體,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,空間中直線與平面的關係,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二面角的度量,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,空間中平面與平面的關係,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,立體展開圖,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,地球的經度和緯度,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,圓錐截痕,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,點的空間坐標,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,點到xy、yz、xz平面的距離,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,空間中兩點間的距離公式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,同階矩陣,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,矩陣的階數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,矩陣的加法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,矩陣的減法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,矩陣的係數乘法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,矩陣的乘法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,可逆方陣,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求乘法反方陣,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,用乘法反方陣解線性方程組,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,條件機率,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率乘法原理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率加法原理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,獨立事件,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,貝氏定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,客觀機率,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,主觀機率,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,數列的極限,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,無窮數列的收斂與發散,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,收斂數列的四則運算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,數列的夾擠定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,兩數列的比較,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,常數e的應用,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,符號Σ的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,符號Σ的用法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求級數Σk^2的和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求級數Σk的和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,分式型之分項對消,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求級數Σk^3的和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,無窮級數求和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,循環小數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的圖形,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的奇偶性,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,高斯函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,絕對值函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的四則運算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,合成函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,反函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的極限,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的夾擠定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,極限的基本運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,左右極限的意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,多項式函數與有理函數的極限,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,勘根定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數在某點上連續性的條件,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數在區間連續的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,連續函數的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,中間值定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求導數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求切線方程式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求導函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,變化率問題,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數導數與連續的關係,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,微分的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,一次近似,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的圖形,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的遞增與遞減,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,凹向性,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,反曲點,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,多項式函數圖形的繪製,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,均值定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,極值的應用,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求極值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,極值一階檢定法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,分割逼近求面積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,黎曼和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,反導函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,微積分基本定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,不定積分的計算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分的計算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求變化量,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,連續函數的平均,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求面積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分求立體體積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分求旋轉體積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率(質量)函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率分布,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率函數圖,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數的期望值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數的標準差,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數的變異數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,期望值、變異數與標準差的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,伯努力試驗,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,重複試驗,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布的期望值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布的變異數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布的標準差,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,幾何分布,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,幾何分布的期望值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,幾何分布的變異數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,幾何分布的標準差,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,合理性的檢定,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,簡易分式方程式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,實根的意涵,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的四則運算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,共軛複數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,共軛複數的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,虛數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的相等,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,一元二次方程式的公式解,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二次方程式根與係數關係,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二次方程式實根的個數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,一次因式檢驗法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,勘根定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,正n次方根的意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,代數基本定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,虛根成對定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數圖形與方程式的實根,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的極式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的絕對值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數絕對值的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數平面,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數乘法與旋轉伸縮變換,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數加法的幾何意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數極式的乘法公式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數極式的除法公式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數減法的幾何意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,1的n次方根,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,棣美弗定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的n次方根,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的整數次方,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,拋物線的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,拋物線的方程式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,拋物線的平移,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,拋物線的幾何性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,橢圓的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,橢圓的幾何性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,橢圓的方程式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,橢圓的平移,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,橢圓的旋轉,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,橢圓的參數式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,橢圓的伸縮,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,雙曲線的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,雙曲線的方程式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,漸近線的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,等軸雙曲線,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,共軛雙曲線,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,數列的極限,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,無窮數列的收斂與發散,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,收斂數列的四則運算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,符號Σ的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,符號Σ的用法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求級數Σk^2的和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求級數Σk的和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求級數Σk^3的和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,無窮級數求和,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,循環小數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的圖形,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的奇偶性,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,高斯函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,絕對值函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的四則運算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,合成函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的極限,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,左右極限的意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的夾擠定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,極限的基本運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,多項式函數與有理函數的極限,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數在某點上連續性的條件,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數在區間連續的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,連續函數的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,中間值定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求導數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求切線方程式,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求導函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,微分的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,導數的邊際意涵,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數的遞增與遞減,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,凹向性,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,反曲點,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,多項式函數圖形的繪製,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求極值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,極值一階檢定法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,極值二階檢定法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,極值的應用,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,反導函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,微積分基本定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,定積分的計算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求面積,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,求變化量,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,連續函數的平均,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,需求函數與供給函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,消費者剩餘,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,生產者剩餘,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率(質量)函數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率分布,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,機率函數圖,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數的期望值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數的標準差,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,隨機變數的變異數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,期望值、變異數與標準差的性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,伯努力試驗,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,重複試驗,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布的期望值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布的變異數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二項分布的標準差,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,合理性的檢定,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的四則運算,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,共軛複數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,共軛複數的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,虛數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的定義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的相等,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,一元二次方程式的公式解,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二次方程式根與係數關係,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二次方程式實根的個數,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,一次因式檢驗法,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,勘根定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,正n次方根的意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,代數基本定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,虛根成對定理,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,函數圖形與方程式的實根,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數的絕對值,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數絕對值的運算性質,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數平面,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數加法的幾何意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,複數減法的幾何意義,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
KnowledgePoint,,二元一次不等式的解區域,Senior High School,math,,,,,,,,,,,,,,,,,,,,,
